Cell HMS LINCS ID	Cell Name	Small Molecule HMS LINCS ID	Small Molecule Name	Replicate	Seeding Density	IC50	Emax (IC)	AUC (IC)	Curve Fit (IC)	r^2 (IC)	EC50 (IC)	Einf (IC)	Hill Coefficient (IC)	GR50	GRmax	AUC (GR)	Curve Fit (GR)	r^2 (GR)	EC50 (GR)	GRinf	Hill Coefficient (GR)
50105	BT-20	10071-101-1	Palbociclib	4	5000.00	0.6018	0.3844	0.4049	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9286	0.0792	0.3405	0.5635	0.0999	0.0701	0.5919	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9333	0.0953	0.0142	0.6059
50105	BT-20	10099-101-1	Nilotinib	4	156.25	Inf	1.0500	-0.0385	flat fit: x = Einf	-2.1987	Inf	1.0500	0.0000	Inf	1.0500	-0.0346	flat fit: x = Einf	-1.0221	Inf	1.0500	0.0000
50105	BT-20	10099-101-1	Nilotinib	4	312.50	Inf	1.0500	-0.0500	flat fit: x = Einf	-Inf	Inf	1.0500	0.0000	Inf	1.0500	-0.0500	flat fit: x = Einf	-Inf	Inf	1.0500	0.0000
50105	BT-20	10099-101-1	Nilotinib	4	625.00	Inf	1.0500	-0.0430	flat fit: x = Einf	-7.0398	Inf	1.0500	0.0000	Inf	1.0500	-0.0428	flat fit: x = Einf	-6.6624	Inf	1.0500	0.0000
50105	BT-20	10099-101-1	Nilotinib	4	1250.00	Inf	0.5174	0.0144	flat fit: x = Einf	0.349	Inf	0.5174	0.0000	Inf	0.3408	0.0323	flat fit: x = Einf	0.3757	Inf	0.3408	0.0000
50105	BT-20	10099-101-1	Nilotinib	4	2500.00	7.0539	0.3552	0.0718	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9492	4.5265	0.4456	5.0000	5.1679	0.0841	0.1074	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9411	4.5623	0.2319	5.0000
50105	BT-20	10099-101-1	Nilotinib	4	5000.00	5.2447	0.2647	0.1096	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9957	4.4998	0.2675	5.0000	4.4058	-0.1607	0.1726	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9967	4.6487	-0.1539	5.0000
50105	BT-20	10102-999-6	Taxol	4	156.25	Inf	0.6360	0.2022	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9748	0.0074	0.6234	5.0000	0.0085	0.0460	0.5161	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9909	0.0083	0.0496	5.0000
50105	BT-20	10102-999-6	Taxol	4	312.50	0.0092	0.3435	0.4155	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.987	0.0042	0.3436	1.4916	0.0034	-0.2189	0.7694	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9873	0.0044	-0.2189	1.4628
50105	BT-20	10102-999-6	Taxol	4	625.00	0.0091	0.2818	0.4247	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9928	0.0057	0.2928	1.8540	0.0054	-0.1835	0.6838	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9944	0.0062	-0.1578	1.8754
50105	BT-20	10102-999-6	Taxol	4	1250.00	0.0076	0.2332	0.4564	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9906	0.0056	0.2451	2.2389	0.0055	-0.1980	0.6926	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9929	0.0063	-0.1724	2.1963
50105	BT-20	10102-999-6	Taxol	4	2500.00	0.0054	0.2058	0.5164	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9921	0.0039	0.1978	1.5928	0.0038	-0.2156	0.7651	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9947	0.0047	-0.2247	1.6937
50105	BT-20	10102-999-6	Taxol	4	5000.00	0.0064	0.1856	0.4916	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9973	0.0052	0.1979	2.3837	0.0047	-0.3348	0.7816	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9979	0.0057	-0.3052	2.3533
50105	BT-20	10146-101-3	Omipalisib	4	156.25	0.147	0.2064	0.4008	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9106	0.0604	0.2971	1.0133	0.0214	-0.7336	0.9949	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9141	0.0407	-0.5841	1.2069
50105	BT-20	10146-101-3	Omipalisib	4	312.50	0.0433	0.1314	0.5288	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9729	0.0283	0.1947	1.1652	0.016	-0.6620	0.9931	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9753	0.0321	-0.5448	1.0605
50105	BT-20	10146-101-3	Omipalisib	4	625.00	0.0296	0.1044	0.5748	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.973	0.02	0.1750	1.0999	0.014	-0.5935	0.9575	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9674	0.0302	-0.4788	0.8704
50105	BT-20	10146-101-3	Omipalisib	4	1250.00	0.0166	0.0928	0.6068	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9693	0.0131	0.1853	1.9922	0.0124	-0.5507	0.9556	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.952	0.018	-0.3554	1.4297
50105	BT-20	10146-101-3	Omipalisib	4	2500.00	0.019	0.0867	0.6381	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9892	0.0144	0.1337	1.1215	0.0118	-0.5293	0.9748	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9819	0.0239	-0.4426	0.8997
50105	BT-20	10146-101-3	Omipalisib	4	5000.00	0.0134	0.1080	0.6605	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9833	0.0094	0.1496	0.9841	0.0065	-0.5348	1.0609	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.974	0.0146	-0.4635	0.8204
50105	BT-20	10250-999-4	Etoposide	4	156.25	Inf	0.6295	0.0916	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8742	1.1743	0.6835	1.6225	2.2115	0.0630	0.2479	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8716	1.7688	0.1134	1.1511
50105	BT-20	10250-999-4	Etoposide	4	312.50	6.3199	0.3836	0.1433	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9734	2.9228	0.2977	1.1733	1.9263	-0.1748	0.2899	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9853	3.117	-0.3631	1.1342
50105	BT-20	10250-999-4	Etoposide	4	625.00	2.5152	0.2567	0.2269	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9763	1.3437	0.2330	1.0003	1.1459	-0.1994	0.3481	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.982	1.8752	-0.2896	0.9276
50105	BT-20	10250-999-4	Etoposide	4	1250.00	1.6555	0.2298	0.2471	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9852	1.0138	0.2378	1.3160	1.0298	-0.1804	0.3562	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9898	1.3547	-0.1941	1.1964
50105	BT-20	10250-999-4	Etoposide	4	2500.00	1.2598	0.2066	0.2740	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9889	0.8218	0.2127	1.2965	0.8166	-0.2124	0.3918	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9927	1.1214	-0.2268	1.1791
50105	BT-20	10250-999-4	Etoposide	4	5000.00	1.5832	0.2505	0.2606	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9947	0.8984	0.2531	1.2454	0.8394	-0.1902	0.3906	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9951	1.0968	-0.1907	1.2074
50105	BT-20	10264-999-2	Methotrexate	4	156.25	Inf	0.9744	0.0288	flat fit: x = Einf	0.0	Inf	0.9744	0.0000	Inf	1.0500	0.0702	flat fit: x = Einf	0.0	Inf	1.0500	0.0000
50105	BT-20	10264-999-2	Methotrexate	4	312.50	Inf	0.8767	0.0284	flat fit: x = Einf	0.3571	Inf	0.8767	0.0000	Inf	0.7616	0.0674	flat fit: x = Einf	0.4354	Inf	0.7616	0.0000
50105	BT-20	10264-999-2	Methotrexate	4	625.00	Inf	1.0130	-0.0119	flat fit: x = Einf	-0.0478	Inf	1.0130	0.0000	Inf	1.0224	-0.0083	flat fit: x = Einf	-0.0132	Inf	1.0224	0.0000
50105	BT-20	10264-999-2	Methotrexate	4	1250.00	Inf	0.8337	0.0643	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8914	0.0987	0.8501	5.0000	Inf	0.7802	0.0875	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9143	0.0993	0.8056	5.0000
50105	BT-20	10264-999-2	Methotrexate	4	2500.00	Inf	0.5500	0.2581	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9949	0.0655	0.5450	3.8807	0.1014	0.4038	0.3420	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9958	0.0673	0.3961	3.8321
50105	BT-20	10264-999-2	Methotrexate	4	5000.00	0.0945	0.3815	0.3610	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9963	0.0605	0.3903	3.4013	0.0668	0.0644	0.5394	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9968	0.0634	0.0806	3.3627
50105	BT-20	10024-101-1	NVP-TAE684	5	156.25	3.7985	0.4258	0.0701	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9594	2.6064	0.4240	5.0000	3.2449	0.2931	0.0891	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9693	2.7249	0.2912	5.0000
50105	BT-20	10024-101-1	NVP-TAE684	5	312.50	5.378	0.4566	0.0273	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9494	3.3335	0.4543	5.0000	3.174	-0.1323	0.1004	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.987	3.3315	-0.1370	5.0000
50105	BT-20	10024-101-1	NVP-TAE684	5	625.00	3.9743	0.3465	0.0628	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9611	3.1472	0.3443	5.0000	3.0988	-0.1107	0.1251	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9783	3.2295	-0.1147	5.0000
50105	BT-20	10024-101-1	NVP-TAE684	5	1250.00	3.7887	0.3500	0.0604	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.973	2.984	0.3485	4.9999	3.1295	0.0259	0.1000	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9866	3.1	0.0231	4.9994
50105	BT-20	10024-101-1	NVP-TAE684	5	2500.00	3.7611	0.3085	0.0717	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9778	3.111	0.3064	4.9998	3.2264	-0.0182	0.1084	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9879	3.2542	-0.0219	4.9998
50105	BT-20	10024-101-1	NVP-TAE684	5	5000.00	6.3327	0.3264	0.0784	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9904	6.3325	0.0000	1.5727	6.9448	0.3103	0.0739	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9948	11.1325	-0.4957	1.4597
50105	BT-20	10049-101-1	PLX-4720	5	156.25	Inf	0.7875	0.0204	flat fit: x = Einf	0.3487	Inf	0.7875	0.0000	Inf	0.7690	0.0264	flat fit: x = Einf	0.336	Inf	0.7690	0.0000
50105	BT-20	10049-101-1	PLX-4720	5	312.50	Inf	0.8739	-0.0430	flat fit: x = Einf	0.2576	Inf	0.8739	0.0000	23.2891	0.7281	-0.0372	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.7713	29.0104	-0.9996	5.0000
50105	BT-20	10049-101-1	PLX-4720	5	625.00	27.3988	0.8257	-0.0411	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.5373	27.3915	0.0007	5.0000	23.1789	0.7225	-0.0370	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.7788	28.869	-0.9985	5.0000
50105	BT-20	10049-101-1	PLX-4720	5	1250.00	Inf	0.7265	-0.0201	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.845	15.0972	0.6594	4.9941	Inf	0.6323	-0.0159	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9025	15.4385	0.5315	4.9970
50105	BT-20	10049-101-1	PLX-4720	5	2500.00	Inf	0.6837	-0.0082	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8947	10.7502	0.6694	5.0000	Inf	0.5888	-0.0018	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9308	10.9052	0.5689	4.9949
50105	BT-20	10049-101-1	PLX-4720	5	5000.00	46.6053	0.6752	0.0406	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9635	25.4846	0.2474	1.1314	57.67	0.7244	0.0335	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9708	34.2684	0.2208	1.1196
50105	BT-20	10071-101-1	Palbociclib	5	156.25	Inf	0.5598	0.2464	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9872	0.1197	0.5700	1.6005	Inf	0.5320	0.2607	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9874	0.1308	0.5409	1.4099
50105	BT-20	10071-101-1	Palbociclib	5	312.50	Inf	0.5008	0.2721	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9745	0.0999	0.5361	5.0000	0.1074	0.0693	0.5138	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9769	0.1007	0.1373	5.0000
50105	BT-20	10071-101-1	Palbociclib	5	625.00	0.8801	0.4370	0.3082	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9766	0.1295	0.4519	1.2217	0.1843	0.1103	0.4818	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.981	0.1415	0.1336	1.1763
50105	BT-20	10071-101-1	Palbociclib	5	1250.00	0.4244	0.3754	0.3486	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9687	0.119	0.3875	1.1726	0.1731	0.0917	0.4953	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9724	0.1394	0.1058	1.1003
50105	BT-20	10071-101-1	Palbociclib	5	2500.00	0.5523	0.3443	0.3807	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9868	0.1513	0.3204	0.7910	0.1967	0.0580	0.5265	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9865	0.1849	0.0244	0.8083
50105	BT-20	10071-101-1	Palbociclib	5	5000.00	0.5672	0.3781	0.3815	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9828	0.1172	0.3565	0.7917	0.7494	0.3879	0.3558	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9832	0.1532	0.3730	0.8633
50105	BT-20	10099-101-1	Nilotinib	5	156.25	Inf	1.0500	-0.0500	flat fit: x = Einf	-Inf	Inf	1.0500	0.0000	Inf	1.0500	-0.0477	flat fit: x = Einf	-78.2793	Inf	1.0500	0.0000
50105	BT-20	10099-101-1	Nilotinib	5	312.50	Inf	1.0500	-0.0403	flat fit: x = Einf	-0.4641	Inf	1.0500	0.0000	Inf	1.0500	-0.0336	flat fit: x = Einf	-0.0672	Inf	1.0500	0.0000
50105	BT-20	10099-101-1	Nilotinib	5	625.00	Inf	1.0500	-0.0500	flat fit: x = Einf	-Inf	Inf	1.0500	0.0000	Inf	1.0500	-0.0500	flat fit: x = Einf	-Inf	Inf	1.0500	0.0000
50105	BT-20	10099-101-1	Nilotinib	5	1250.00	Inf	0.5665	0.0204	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9468	6.3994	0.5494	5.0000	8.3302	0.3910	0.0445	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9688	6.366	0.3697	4.9997
50105	BT-20	10099-101-1	Nilotinib	5	2500.00	7.6378	0.3813	0.0521	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9721	5.7642	0.3776	4.9997	6.0266	0.1175	0.0890	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9821	5.7114	0.1178	5.0000
50105	BT-20	10099-101-1	Nilotinib	5	5000.00	7.6857	0.3308	0.0781	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9916	6.2847	0.3172	5.0000	7.7626	0.3174	0.0827	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9952	6.4158	0.3072	5.0000
50105	BT-20	10102-999-6	Taxol	5	156.25	Inf	0.5518	0.2672	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9728	0.0039	0.5741	5.0000	Inf	0.5202	0.2937	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.966	0.004	0.5381	5.0000
50105	BT-20	10102-999-6	Taxol	5	312.50	0.0142	0.4488	0.2828	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9855	0.0078	0.4744	5.0000	0.008	-0.0295	0.5414	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9936	0.0079	0.0195	5.0000
50105	BT-20	10102-999-6	Taxol	5	625.00	0.0092	0.3901	0.3387	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9912	0.0061	0.4103	4.2096	0.0065	0.0254	0.5407	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9939	0.0063	0.0624	4.2108
50105	BT-20	10102-999-6	Taxol	5	1250.00	0.0078	0.3550	0.3791	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9911	0.0054	0.3656	3.4833	0.006	0.0558	0.5493	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9917	0.0057	0.0741	3.4241
50105	BT-20	10102-999-6	Taxol	5	2500.00	0.0079	0.3170	0.3895	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9957	0.0057	0.3371	3.4232	0.0063	0.0074	0.5573	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9968	0.0061	0.0441	3.3739
50105	BT-20	10102-999-6	Taxol	5	5000.00	0.0087	0.3386	0.3887	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9998	0.0061	0.3353	3.1122	0.0096	0.3320	0.3862	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9998	0.0068	0.3270	3.0654
50105	BT-20	10146-101-3	Omipalisib	5	156.25	0.0818	0.2566	0.3725	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9279	0.035	0.3908	1.7899	0.1513	0.0666	0.4256	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9123	0.0934	0.1648	0.8285
50105	BT-20	10146-101-3	Omipalisib	5	312.50	0.0525	0.2012	0.4448	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9694	0.0317	0.3035	1.8495	0.0247	-0.5295	0.8437	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9699	0.0339	-0.3340	1.6078
50105	BT-20	10146-101-3	Omipalisib	5	625.00	0.0326	0.1653	0.4961	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9744	0.0233	0.2657	2.2599	0.0215	-0.4426	0.8177	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9672	0.0271	-0.2448	1.7352
50105	BT-20	10146-101-3	Omipalisib	5	1250.00	0.0285	0.1574	0.5407	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9854	0.0201	0.2276	1.7560	0.0196	-0.3598	0.8173	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9764	0.0248	-0.2143	1.5252
50105	BT-20	10146-101-3	Omipalisib	5	2500.00	0.0238	0.1614	0.5788	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9886	0.0163	0.2051	1.4094	0.0154	-0.3262	0.8612	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9817	0.0211	-0.2381	1.2417
50105	BT-20	10146-101-3	Omipalisib	5	5000.00	0.0193	0.1731	0.6045	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9913	0.0119	0.2017	1.0653	0.0244	0.0354	0.6412	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9831	0.0202	0.0802	0.9264
50105	BT-20	10250-999-4	Etoposide	5	156.25	Inf	0.5720	0.0997	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9183	2.9645	0.5073	1.1047	17.4478	0.5011	0.1150	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9347	3.3996	0.4107	1.0533
50105	BT-20	10250-999-4	Etoposide	5	312.50	9.4452	0.4243	0.0967	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9703	3.3324	0.4045	1.5894	2.6099	-0.2014	0.2306	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9905	3.3871	-0.2506	1.5588
50105	BT-20	10250-999-4	Etoposide	5	625.00	4.8429	0.3982	0.1298	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9689	1.7214	0.4274	1.8649	1.9475	-0.0097	0.2308	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9824	1.8881	0.0256	1.6932
50105	BT-20	10250-999-4	Etoposide	5	1250.00	2.5774	0.3349	0.1907	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9805	1.1925	0.3507	1.5679	1.3919	-0.0030	0.2850	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9864	1.3487	0.0235	1.5264
50105	BT-20	10250-999-4	Etoposide	5	2500.00	1.7441	0.3369	0.2204	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9821	0.8916	0.3280	1.5902	1.0498	0.0369	0.3159	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.989	1.0242	0.0190	1.5670
50105	BT-20	10250-999-4	Etoposide	5	5000.00	1.7203	0.3412	0.2362	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9934	0.8327	0.3345	1.5233	2.0306	0.3327	0.2257	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.995	1.0283	0.3259	1.5501
50105	BT-20	10264-999-2	Methotrexate	5	156.25	Inf	0.9870	0.0025	flat fit: x = Einf	-0.0004	Inf	0.9870	0.0000	Inf	0.9842	0.0041	flat fit: x = Einf	0.0	Inf	0.9842	0.0000
50105	BT-20	10264-999-2	Methotrexate	5	312.50	Inf	1.0047	-0.0315	flat fit: x = Einf	-1.1057	Inf	1.0047	0.0000	Inf	0.9844	-0.0303	flat fit: x = Einf	-0.5134	Inf	0.9844	0.0000
50105	BT-20	10264-999-2	Methotrexate	5	625.00	Inf	1.0500	-0.0323	flat fit: x = Einf	-1.9955	Inf	1.0500	0.0000	Inf	1.0500	-0.0341	flat fit: x = Einf	-1.9703	Inf	1.0500	0.0000
50105	BT-20	10264-999-2	Methotrexate	5	1250.00	Inf	0.8085	0.0941	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9375	0.0886	0.8016	5.0000	Inf	0.7550	0.1221	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9411	0.0893	0.7452	5.0000
50105	BT-20	10264-999-2	Methotrexate	5	2500.00	Inf	0.5466	0.2507	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9814	0.0689	0.5525	5.0000	0.0972	0.3949	0.3346	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9836	0.0698	0.4044	5.0000
50105	BT-20	10264-999-2	Methotrexate	5	5000.00	0.1043	0.3925	0.3462	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9954	0.0762	0.3962	5.0000	0.1146	0.4079	0.3321	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9962	0.0808	0.4130	5.0000
50105	BT-20	10051-104-1	Lapatinib	7	156.25	4.9191	0.3859	0.0392	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9629	3.6873	0.3817	5.0000	4.4114	0.2350	0.0542	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9731	3.9057	0.2280	5.0000
50105	BT-20	10051-104-1	Lapatinib	7	312.50	8.7348	0.4271	0.0232	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.951	8.7347	0.0000	2.1417	5.4438	-0.0954	0.0746	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9817	9.1539	-1.0000	2.1139
50105	BT-20	10051-104-1	Lapatinib	7	625.00	7.3723	0.3724	0.0075	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9618	5.9722	0.3233	4.9377	6.0982	0.0338	0.0313	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.983	6.2493	-0.0634	4.8823
